timestamp,pm25,pm10,no2,so2,o3,co,hour,day,month,day_of_week,aqi,temperature,humidity,wind_speed
2025-05-30 17:00:00+00:00,56.17,152.82,8.26,5.15,90.02,295.26,17,30,5,4,151.0,24.99000000000001,65,1.03
2025-05-30 18:00:00+00:00,58.22,148.15,7.81,4.94,87.77,309.77,18,30,5,4,152.0,24.99000000000001,65,1.03
2025-05-30 19:00:00+00:00,59.3,145.33,6.98,4.56,85.19,306.54,19,30,5,4,153.0,24.99000000000001,65,1.03
2025-05-30 20:00:00+00:00,60.59,144.4,6.43,4.18,81.22,307.6,20,30,5,4,154.0,24.99000000000001,65,1.03
2025-05-30 21:00:00+00:00,61.89,145.38,6.05,3.85,76.66,311.68,21,30,5,4,154.0,24.99000000000001,65,1.03
2025-05-30 22:00:00+00:00,62.56,146.32,5.76,3.55,71.68,314.31,22,30,5,4,155.0,24.99000000000001,65,1.03
2025-05-30 23:00:00+00:00,63.39,149.0,5.54,3.29,67.67,315.98,23,30,5,4,155.0,24.99000000000001,65,1.03
2025-05-31 00:00:00+00:00,63.92,151.32,5.37,2.98,64.38,312.92,0,31,5,5,155.0,24.99000000000001,65,1.03
2025-05-31 01:00:00+00:00,63.27,151.55,5.31,2.68,61.42,305.88,1,31,5,5,155.0,24.99000000000001,65,1.03
2025-05-31 02:00:00+00:00,62.25,153.58,5.35,2.64,60.78,302.82,2,31,5,5,154.0,24.99000000000001,65,1.03
2025-05-31 03:00:00+00:00,61.12,159.47,5.0,2.98,67.25,296.75,3,31,5,5,154.0,24.99000000000001,65,1.03
2025-05-31 04:00:00+00:00,60.55,171.5,3.89,3.74,85.03,269.16,4,31,5,5,154.0,24.99000000000001,65,1.03
2025-05-31 05:00:00+00:00,63.16,176.23,2.95,3.94,102.58,261.08,5,31,5,5,155.0,24.99000000000001,65,1.03
2025-05-31 06:00:00+00:00,67.2,182.75,2.28,3.95,119.55,252.58,6,31,5,5,157.0,24.99000000000001,65,1.03
2025-05-31 07:00:00+00:00,56.58,199.39,1.0,3.55,128.25,170.3,7,31,5,5,152.0,24.99000000000001,65,1.03
2025-05-31 08:00:00+00:00,49.03,184.14,0.63,2.95,128.21,143.36,8,31,5,5,134.0,24.99000000000001,65,1.03
2025-05-31 09:00:00+00:00,46.24,174.5,0.62,2.8,128.58,138.12,9,31,5,5,127.0,24.99000000000001,65,1.03
2025-05-31 10:00:00+00:00,45.86,169.35,0.72,3.02,131.66,141.74,10,31,5,5,127.0,24.99000000000001,65,1.03
2025-05-31 11:00:00+00:00,46.43,162.77,0.94,3.35,133.83,151.43,11,31,5,5,128.0,24.99000000000001,65,1.03
2025-05-31 12:00:00+00:00,47.02,153.46,1.32,3.61,135.17,165.98,12,31,5,5,129.0,24.99000000000001,65,1.03
2025-05-31 13:00:00+00:00,48.07,144.54,2.25,3.84,134.8,189.37,13,31,5,5,132.0,24.99000000000001,65,1.03
2025-05-31 14:00:00+00:00,49.89,138.38,3.45,4.38,133.11,219.15,14,31,5,5,136.0,24.99000000000001,65,1.03
2025-05-31 15:00:00+00:00,51.24,131.77,4.23,5.46,130.53,249.18,15,31,5,5,140.0,24.99000000000001,65,1.03
2025-05-31 16:00:00+00:00,50.91,120.99,5.04,6.82,123.8,284.21,16,31,5,5,139.0,24.99000000000001,65,1.03
2025-05-31 17:00:00+00:00,52.01,113.06,5.98,8.3,119.6,338.95,17,31,5,5,142.0,24.99000000000001,65,1.03
2025-05-31 18:00:00+00:00,53.15,106.52,6.51,9.32,115.2,388.89,18,31,5,5,144.0,24.99000000000001,65,1.03
2025-05-31 19:00:00+00:00,52.6,98.96,6.42,9.46,107.82,412.33,19,31,5,5,143.0,24.99000000000001,65,1.03
2025-05-31 20:00:00+00:00,52.17,93.43,6.26,9.13,100.88,426.79,20,31,5,5,142.0,24.99000000000001,65,1.03
2025-05-31 21:00:00+00:00,51.52,89.92,6.08,8.55,94.28,432.16,21,31,5,5,140.0,24.99000000000001,65,1.03
2025-05-31 22:00:00+00:00,50.2,86.7,5.89,7.92,88.06,428.96,22,31,5,5,137.0,24.99000000000001,65,1.03
2025-05-31 23:00:00+00:00,48.96,83.92,5.82,7.41,83.33,424.98,23,31,5,5,134.0,24.99000000000001,65,1.03
2025-06-01 00:00:00+00:00,47.76,80.75,5.9,7.01,79.54,418.93,0,1,6,6,131.0,24.99000000000001,65,1.03
2025-06-01 01:00:00+00:00,46.08,78.16,6.21,7.35,80.19,396.7,1,1,6,6,127.0,24.99000000000001,65,1.03
2025-06-01 02:00:00+00:00,45.24,77.48,6.77,7.48,82.28,388.39,2,1,6,6,125.0,24.99000000000001,65,1.03
2025-06-01 03:00:00+00:00,47.02,80.95,6.55,7.23,89.93,397.04,3,1,6,6,129.0,24.99000000000001,65,1.03
2025-06-01 04:00:00+00:00,53.07,100.19,4.98,7.56,112.36,381.99,4,1,6,6,144.0,24.99000000000001,65,1.03
2025-06-01 05:00:00+00:00,62.81,119.24,3.42,7.84,136.22,365.37,5,1,6,6,155.0,24.99000000000001,65,1.03
2025-06-01 06:00:00+00:00,73.7,135.09,2.55,7.84,155.81,352.91,6,1,6,6,160.0,24.99000000000001,65,1.03
2025-06-01 07:00:00+00:00,59.77,141.96,1.26,6.54,153.41,233.28,7,1,6,6,153.0,24.99000000000001,65,1.03
2025-06-01 08:00:00+00:00,46.78,118.13,0.88,4.53,147.42,190.48,8,1,6,6,129.0,24.99000000000001,65,1.03
2025-06-01 09:00:00+00:00,41.94,105.93,0.86,3.76,145.13,179.69,9,1,6,6,117.0,24.99000000000001,65,1.03
2025-06-01 10:00:00+00:00,40.47,99.86,1.18,3.47,142.08,184.98,10,1,6,6,113.0,24.99000000000001,65,1.03
2025-06-01 11:00:00+00:00,40.28,96.12,1.76,3.36,136.7,199.4,11,1,6,6,113.0,24.99000000000001,65,1.03
2025-06-01 12:00:00+00:00,40.12,93.36,2.52,3.32,133.58,215.95,12,1,6,6,112.0,24.99000000000001,65,1.03
2025-06-01 13:00:00+00:00,40.62,91.07,4.73,3.45,124.5,255.79,13,1,6,6,114.0,24.99000000000001,65,1.03
2025-06-01 14:00:00+00:00,41.76,89.29,7.4,3.68,108.52,315.29,14,1,6,6,116.0,24.99000000000001,65,1.03
2025-06-01 15:00:00+00:00,42.93,88.29,8.79,3.94,94.7,370.4,15,1,6,6,119.0,24.99000000000001,65,1.03
2025-06-01 16:00:00+00:00,43.74,87.24,9.97,4.11,83.82,415.11,16,1,6,6,121.0,24.99000000000001,65,1.03
2025-06-01 17:00:00+00:00,45.19,87.4,11.46,4.27,76.38,466.04,17,1,6,6,125.0,24.99000000000001,65,1.03
2025-06-01 18:00:00+00:00,46.92,87.63,13.19,4.33,70.46,521.77,18,1,6,6,129.0,24.99000000000001,65,1.03
2025-06-01 19:00:00+00:00,47.55,86.24,13.97,4.09,64.77,548.67,19,1,6,6,131.0,24.99000000000001,65,1.03
2025-06-01 20:00:00+00:00,48.55,86.49,13.69,3.82,61.72,552.81,20,1,6,6,133.0,24.99000000000001,65,1.03
2025-06-01 21:00:00+00:00,49.36,88.32,12.21,3.64,62.14,524.85,21,1,6,6,135.0,24.99000000000001,65,1.03
2025-06-01 22:00:00+00:00,49.39,90.56,9.95,3.53,65.02,470.71,22,1,6,6,135.0,24.99000000000001,65,1.03
2025-06-01 23:00:00+00:00,50.3,91.95,9.41,3.22,60.72,453.69,23,1,6,6,137.0,24.99000000000001,65,1.03
2025-06-02 00:00:00+00:00,51.48,94.32,9.64,2.87,54.43,457.33,0,2,6,0,140.0,24.99000000000001,65,1.03
2025-06-02 01:00:00+00:00,52.13,97.44,10.26,2.64,47.61,471.52,1,2,6,0,142.0,24.99000000000001,65,1.03
2025-06-02 02:00:00+00:00,53.22,104.64,10.1,2.83,45.5,491.7,2,2,6,0,145.0,24.99000000000001,65,1.03
2025-06-02 03:00:00+00:00,54.91,118.22,9.46,3.44,54.25,495.53,3,2,6,0,149.0,24.99000000000001,65,1.03
2025-06-02 04:00:00+00:00,56.47,150.48,6.75,5.34,83.87,391.07,4,2,6,0,152.0,24.99000000000001,65,1.03
2025-06-02 05:00:00+00:00,61.54,166.33,5.46,6.03,101.41,367.62,5,2,6,0,154.0,24.99000000000001,65,1.03
2025-06-02 06:00:00+00:00,68.73,177.4,4.64,6.49,118.8,366.62,6,2,6,0,158.0,24.99000000000001,65,1.03
2025-06-02 07:00:00+00:00,0.0,0.0,1.79,7.08,144.56,207.07,7,2,6,0,0.0,24.99000000000001,65,1.03
2025-06-02 08:00:00+00:00,34.93,84.58,1.03,4.52,146.62,180.1,8,2,6,0,99.0,24.99000000000001,65,1.03
2025-06-02 09:00:00+00:00,32.65,77.05,0.92,3.88,146.26,175.07,9,2,6,0,94.0,24.99000000000001,65,1.03
2025-06-02 10:00:00+00:00,32.01,74.44,0.91,3.63,147.24,174.24,10,2,6,0,93.0,24.99000000000001,65,1.03
2025-06-02 11:00:00+00:00,31.54,72.7,0.96,3.48,147.3,174.31,11,2,6,0,92.0,24.99000000000001,65,1.03
2025-06-02 12:00:00+00:00,31.01,71.28,1.11,3.4,146.8,175.37,12,2,6,0,91.0,24.99000000000001,65,1.03
2025-06-02 13:00:00+00:00,31.79,70.23,3.27,3.64,133.2,214.28,13,2,6,0,92.0,24.99000000000001,65,1.03
2025-06-02 14:00:00+00:00,34.0,71.05,6.33,4.15,115.54,285.6,14,2,6,0,97.0,24.99000000000001,65,1.03
2025-06-02 15:00:00+00:00,36.6,73.9,8.24,4.77,103.25,351.58,15,2,6,0,104.0,24.99000000000001,65,1.03
2025-06-02 16:00:00+00:00,38.52,76.33,9.78,5.3,92.83,398.21,16,2,6,0,108.0,24.99000000000001,65,1.03
2025-06-02 17:00:00+00:00,40.49,78.57,10.98,5.62,85.45,432.89,17,2,6,0,113.0,24.99000000000001,65,1.03
2025-06-02 18:00:00+00:00,41.88,79.56,11.82,5.58,81.61,451.38,18,2,6,0,117.0,24.99000000000001,65,1.03
2025-06-02 19:00:00+00:00,39.28,76.5,8.81,4.99,92.57,373.36,19,2,6,0,110.0,24.99000000000001,65,1.03
2025-06-02 20:00:00+00:00,38.46,76.62,7.55,4.5,89.13,340.92,20,2,6,0,108.0,24.99000000000001,65,1.03
2025-06-02 21:00:00+00:00,38.21,80.58,6.61,4.27,83.71,310.85,21,2,6,0,108.0,24.99000000000001,65,1.03
2025-06-02 22:00:00+00:00,37.48,84.13,5.69,4.19,79.38,271.31,22,2,6,0,106.0,24.99000000000001,65,1.03
2025-06-02 23:00:00+00:00,36.86,84.91,5.34,4.03,75.44,246.11,23,2,6,0,104.0,24.99000000000001,65,1.03
2025-06-03 00:00:00+00:00,36.08,84.59,5.11,3.67,72.37,227.3,0,3,6,1,102.0,24.99000000000001,65,1.03
2025-06-03 01:00:00+00:00,34.82,83.18,5.06,3.21,69.02,214.38,1,3,6,1,99.0,24.99000000000001,65,1.03
2025-06-03 02:00:00+00:00,33.91,83.59,5.22,3.08,67.31,216.79,2,3,6,1,97.0,24.99000000000001,65,1.03
2025-06-03 03:00:00+00:00,33.43,86.64,5.19,3.55,70.56,224.28,3,3,6,1,96.0,24.99000000000001,65,1.03
2025-06-03 04:00:00+00:00,32.72,96.03,4.22,5.45,86.49,192.67,4,3,6,1,94.0,24.99000000000001,65,1.03
2025-06-03 05:00:00+00:00,35.08,100.41,3.38,6.16,100.45,186.39,5,3,6,1,99.0,24.99000000000001,65,1.03
2025-06-03 06:00:00+00:00,39.23,105.17,2.66,6.49,113.95,182.33,6,3,6,1,110.0,24.99000000000001,65,1.03
2025-06-03 07:00:00+00:00,42.17,113.7,1.87,5.47,125.15,176.77,7,3,6,1,117.0,24.99000000000001,65,1.03
2025-06-03 08:00:00+00:00,42.1,111.76,1.56,4.85,129.02,175.77,8,3,6,1,117.0,24.99000000000001,65,1.03
2025-06-03 09:00:00+00:00,41.13,104.21,1.69,4.84,128.29,179.47,9,3,6,1,115.0,24.99000000000001,65,1.03
2025-06-03 10:00:00+00:00,39.53,94.87,1.9,4.52,124.51,182.34,10,3,6,1,111.0,24.99000000000001,65,1.03
2025-06-03 11:00:00+00:00,38.64,89.86,2.08,4.21,122.6,186.37,11,3,6,1,109.0,24.99000000000001,65,1.03
2025-06-03 12:00:00+00:00,37.69,86.98,2.48,4.02,121.42,189.13,12,3,6,1,106.0,24.99000000000001,65,1.03
2025-06-03 13:00:00+00:00,37.35,86.44,3.56,4.08,119.02,198.36,13,3,6,1,106.0,24.99000000000001,65,1.03
2025-06-03 14:00:00+00:00,37.47,86.41,5.09,4.46,113.51,214.48,14,3,6,1,106.0,24.99000000000001,65,1.03
2025-06-03 15:00:00+00:00,37.71,86.41,6.09,4.95,107.97,229.48,15,3,6,1,106.0,24.99000000000001,65,1.03
2025-06-03 16:00:00+00:00,37.46,84.03,6.93,5.06,100.68,246.77,16,3,6,1,106.0,24.99000000000001,65,1.03
2025-06-03 17:00:00+00:00,37.05,80.55,7.61,4.7,93.5,269.92,17,3,6,1,105.0,24.99000000000001,65,1.03
2025-06-03 18:00:00+00:00,36.12,76.38,8.03,4.23,87.09,289.77,18,3,6,1,103.0,24.99000000000001,65,1.03
2025-06-03 19:00:00+00:00,34.37,71.5,7.87,3.74,81.47,293.84,19,3,6,1,98.0,24.99000000000001,65,1.03
2025-06-03 20:00:00+00:00,32.85,68.29,7.29,3.45,77.9,290.21,20,3,6,1,95.0,24.99000000000001,65,1.03
2025-06-03 21:00:00+00:00,31.92,67.11,6.7,3.27,74.83,285.72,21,3,6,1,93.0,24.99000000000001,65,1.03
2025-06-03 22:00:00+00:00,31.7,67.43,6.3,3.07,71.49,284.9,22,3,6,1,92.0,24.99000000000001,65,1.03
2025-06-03 23:00:00+00:00,32.16,68.7,6.18,2.82,68.23,288.79,23,3,6,1,93.0,24.99000000000001,65,1.03
2025-06-04 00:00:00+00:00,32.96,70.42,6.21,2.57,65.03,295.61,0,4,6,2,95.0,24.99000000000001,65,1.03
2025-06-04 01:00:00+00:00,33.8,72.37,6.49,2.42,61.78,305.11,1,4,6,2,97.0,24.99000000000001,65,1.03
2025-06-04 02:00:00+00:00,35.31,77.22,6.92,2.53,59.79,328.08,2,4,6,2,100.0,24.99000000000001,65,1.03
2025-06-04 03:00:00+00:00,37.48,85.91,6.83,2.96,64.34,351.05,3,4,6,2,106.0,24.99000000000001,65,1.03
2025-06-04 04:00:00+00:00,38.54,105.45,4.74,5.42,89.2,281.32,4,4,6,2,108.0,24.99000000000001,65,1.03
2025-06-04 05:00:00+00:00,42.33,114.31,3.31,5.84,107.26,256.39,5,4,6,2,118.0,24.99000000000001,65,1.03
2025-06-04 06:00:00+00:00,44.92,118.87,2.24,5.52,121.67,229.05,6,4,6,2,124.0,24.99000000000001,65,1.03
2025-06-04 07:00:00+00:00,39.34,118.75,1.11,3.7,124.82,164.6,7,4,6,2,110.0,24.99000000000001,65,1.03
2025-06-04 08:00:00+00:00,37.31,113.12,0.87,3.01,125.98,153.0,8,4,6,2,105.0,24.99000000000001,65,1.03
2025-06-04 09:00:00+00:00,36.95,110.71,0.95,2.92,126.85,153.83,9,4,6,2,105.0,24.99000000000001,65,1.03
2025-06-04 10:00:00+00:00,37.56,112.59,1.06,2.97,128.19,156.55,10,4,6,2,106.0,24.99000000000001,65,1.03
2025-06-04 11:00:00+00:00,37.95,113.65,1.16,3.03,129.0,158.33,11,4,6,2,107.0,24.99000000000001,65,1.03
2025-06-04 12:00:00+00:00,38.08,113.94,1.36,3.11,129.68,160.61,12,4,6,2,107.0,24.99000000000001,65,1.03
2025-06-04 13:00:00+00:00,38.54,111.85,3.03,3.33,124.64,186.11,13,4,6,2,108.0,24.99000000000001,65,1.03
2025-06-04 14:00:00+00:00,39.34,107.16,5.31,3.71,115.84,227.43,14,4,6,2,110.0,24.99000000000001,65,1.03
2025-06-04 15:00:00+00:00,39.97,101.5,6.67,4.13,108.91,262.03,15,4,6,2,112.0,24.99000000000001,65,1.03
2025-06-04 16:00:00+00:00,39.17,92.86,7.34,4.46,103.26,281.96,16,4,6,2,110.0,24.99000000000001,65,1.03
2025-06-04 17:00:00+00:00,38.33,86.4,7.52,4.67,99.64,296.53,17,4,6,2,108.0,24.99000000000001,65,1.03
2025-06-04 18:00:00+00:00,37.72,82.35,7.39,4.79,96.49,303.38,18,4,6,2,106.0,24.99000000000001,65,1.03
2025-06-04 19:00:00+00:00,37.25,81.59,6.52,4.9,94.59,292.34,19,4,6,2,105.0,24.99000000000001,65,1.03
2025-06-04 20:00:00+00:00,38.18,81.71,6.22,4.76,90.78,295.94,20,4,6,2,108.0,24.99000000000001,65,1.03
2025-06-04 21:00:00+00:00,39.6,81.89,6.07,4.39,86.0,306.58,21,4,6,2,111.0,24.99000000000001,65,1.03
2025-06-04 22:00:00+00:00,40.81,81.43,5.99,3.92,80.57,318.32,22,4,6,2,114.0,24.99000000000001,65,1.03
2025-06-04 23:00:00+00:00,41.99,81.92,5.93,3.51,76.49,329.44,23,4,6,2,117.0,24.99000000000001,65,1.03
2025-06-05 00:00:00+00:00,42.82,82.55,5.91,3.16,73.28,338.53,0,5,6,3,119.0,24.99000000000001,65,1.03
2025-06-05 01:00:00+00:00,43.01,82.74,6.08,2.94,70.08,343.55,1,5,6,3,119.0,24.99000000000001,65,1.03
2025-06-05 02:00:00+00:00,42.88,85.0,6.37,3.05,69.55,350.99,2,5,6,3,119.0,24.99000000000001,65,1.03
2025-06-05 03:00:00+00:00,41.92,89.3,6.02,3.57,76.88,341.79,3,5,6,3,117.0,24.99000000000001,65,1.03
2025-06-05 04:00:00+00:00,38.27,95.99,4.28,4.78,98.33,269.87,4,5,6,3,108.0,24.99000000000001,65,1.03
2025-06-05 05:00:00+00:00,38.76,97.85,3.02,4.75,114.21,240.38,5,5,6,3,109.0,24.99000000000001,65,1.03
2025-06-05 06:00:00+00:00,42.04,99.61,2.33,4.68,128.07,228.42,6,5,6,3,117.0,24.99000000000001,65,1.03
2025-06-05 07:00:00+00:00,38.07,111.97,1.17,3.57,129.75,161.27,7,5,6,3,107.0,24.99000000000001,65,1.03
2025-06-05 08:00:00+00:00,38.83,118.26,0.85,3.12,129.61,146.86,8,5,6,3,109.0,24.99000000000001,65,1.03
2025-06-05 09:00:00+00:00,39.97,121.27,0.83,3.08,130.6,145.54,9,5,6,3,112.0,24.99000000000001,65,1.03
2025-06-05 10:00:00+00:00,41.36,125.31,0.88,3.1,132.47,147.07,10,5,6,3,115.0,24.99000000000001,65,1.03
2025-06-05 11:00:00+00:00,42.16,127.5,1.02,3.09,132.49,149.43,11,5,6,3,117.0,24.99000000000001,65,1.03
2025-06-05 12:00:00+00:00,42.63,128.55,1.29,3.06,131.67,153.45,12,5,6,3,119.0,24.99000000000001,65,1.03
2025-06-05 13:00:00+00:00,44.17,128.45,3.88,3.16,120.54,199.98,13,5,6,3,122.0,24.99000000000001,65,1.03
2025-06-05 14:00:00+00:00,46.74,127.41,7.52,3.36,103.38,279.64,14,5,6,3,129.0,24.99000000000001,65,1.03
2025-06-05 15:00:00+00:00,49.54,127.19,9.63,3.54,90.93,353.19,15,5,6,3,136.0,24.99000000000001,65,1.03
2025-06-05 16:00:00+00:00,51.06,124.17,10.83,3.58,81.92,404.53,16,5,6,3,139.0,24.99000000000001,65,1.03
2025-06-05 17:00:00+00:00,52.64,121.82,11.58,3.59,75.82,443.78,17,5,6,3,143.0,24.99000000000001,65,1.03
2025-06-05 18:00:00+00:00,53.73,118.36,12.14,3.54,70.4,472.75,18,5,6,3,146.0,24.99000000000001,65,1.03
2025-06-05 19:00:00+00:00,53.19,112.46,11.96,3.38,65.98,470.2,19,5,6,3,145.0,24.99000000000001,65,1.03
2025-06-05 20:00:00+00:00,52.74,107.51,11.13,3.46,64.78,456.34,20,5,6,3,143.0,24.99000000000001,65,1.03
2025-06-05 21:00:00+00:00,52.33,103.13,9.99,3.76,65.18,437.99,21,5,6,3,142.0,24.99000000000001,65,1.03
2025-06-05 22:00:00+00:00,51.94,98.71,8.91,3.97,65.42,420.2,22,5,6,3,141.0,24.99000000000001,65,1.03
2025-06-05 23:00:00+00:00,52.05,95.17,8.27,3.88,63.97,415.98,23,5,6,3,142.0,24.99000000000001,65,1.03
2025-06-06 00:00:00+00:00,52.28,92.89,7.8,3.78,63.47,413.46,0,6,6,4,142.0,24.99000000000001,65,1.03
2025-06-06 01:00:00+00:00,51.95,91.39,7.58,3.81,63.75,411.16,1,6,6,4,142.0,24.99000000000001,65,1.03
2025-06-06 02:00:00+00:00,51.94,93.49,7.87,4.12,64.94,424.44,2,6,6,4,141.0,24.99000000000001,65,1.03
2025-06-06 03:00:00+00:00,52.63,100.64,7.79,4.7,73.84,437.25,3,6,6,4,143.0,24.99000000000001,65,1.03
2025-06-06 04:00:00+00:00,54.08,120.99,5.78,6.46,102.38,380.11,4,6,6,4,147.0,24.99000000000001,65,1.03
2025-06-06 05:00:00+00:00,60.98,137.68,3.98,6.7,126.76,356.27,5,6,6,4,154.0,24.99000000000001,65,1.03
2025-06-06 06:00:00+00:00,70.99,152.73,2.88,6.33,148.73,349.71,6,6,6,4,159.0,24.99000000000001,65,1.03
2025-06-06 07:00:00+00:00,55.6,135.82,1.11,5.81,150.84,214.6,7,6,6,4,151.0,24.99000000000001,65,1.03
2025-06-06 08:00:00+00:00,51.13,118.0,0.8,4.62,148.42,196.4,8,6,6,4,139.0,24.99000000000001,65,1.03
2025-06-06 09:00:00+00:00,49.96,111.94,0.77,4.04,146.73,195.52,9,6,6,4,137.0,24.99000000000001,65,1.03
2025-06-06 10:00:00+00:00,50.71,111.02,1.09,3.81,144.2,204.75,10,6,6,4,138.0,24.99000000000001,65,1.03
2025-06-06 11:00:00+00:00,52.15,112.13,1.78,3.73,139.98,223.08,11,6,6,4,142.0,24.99000000000001,65,1.03
2025-06-06 12:00:00+00:00,53.42,113.86,2.81,3.76,136.62,243.53,12,6,6,4,145.0,24.99000000000001,65,1.03
2025-06-06 13:00:00+00:00,55.7,116.27,5.81,3.98,128.75,296.44,13,6,6,4,151.0,24.99000000000001,65,1.03
2025-06-06 14:00:00+00:00,58.84,118.95,9.34,4.41,118.14,372.87,14,6,6,4,153.0,24.99000000000001,65,1.03
2025-06-06 15:00:00+00:00,61.86,122.12,10.75,4.93,113.45,433.54,15,6,6,4,154.0,24.99000000000001,65,1.03
2025-06-06 16:00:00+00:00,63.4,122.96,10.97,5.15,110.35,466.18,16,6,6,4,155.0,24.99000000000001,65,1.03
2025-06-06 17:00:00+00:00,64.9,123.4,10.98,4.88,102.25,493.93,17,6,6,4,156.0,24.99000000000001,65,1.03
2025-06-06 18:00:00+00:00,65.7,121.78,11.33,4.3,90.34,516.14,18,6,6,4,156.0,24.99000000000001,65,1.03
2025-06-06 19:00:00+00:00,64.67,116.67,11.36,3.52,76.85,516.21,19,6,6,4,156.0,24.99000000000001,65,1.03
2025-06-06 20:00:00+00:00,63.79,113.15,10.81,3.02,68.32,507.83,20,6,6,4,155.0,24.99000000000001,65,1.03
2025-06-06 21:00:00+00:00,63.2,111.0,10.25,2.82,63.82,502.47,21,6,6,4,155.0,24.99000000000001,65,1.03
2025-06-06 22:00:00+00:00,62.48,108.98,9.75,2.86,62.47,495.46,22,6,6,4,155.0,24.99000000000001,65,1.03
2025-06-06 23:00:00+00:00,62.17,107.97,9.33,3.09,62.02,489.2,23,6,6,4,154.0,24.99000000000001,65,1.03
2025-06-07 00:00:00+00:00,61.61,109.07,8.59,3.58,65.01,470.34,0,7,6,5,154.0,24.99000000000001,65,1.03
2025-06-07 01:00:00+00:00,60.03,115.35,7.08,4.98,77.06,416.0,1,7,6,5,153.0,24.99000000000001,65,1.03
2025-06-07 02:00:00+00:00,59.45,121.79,6.86,5.66,80.31,395.08,2,7,6,5,153.0,24.99000000000001,65,1.03
2025-06-07 03:00:00+00:00,59.83,133.16,6.3,6.2,88.59,379.37,3,7,6,5,153.0,24.99000000000001,65,1.03
2025-06-07 04:00:00+00:00,62.02,151.71,5.01,6.93,108.8,350.55,4,7,6,5,154.0,24.99000000000001,65,1.03
2025-06-07 05:00:00+00:00,67.0,167.07,3.74,6.85,128.84,332.25,5,7,6,5,157.0,24.99000000000001,65,1.03
2025-06-07 06:00:00+00:00,72.42,182.57,2.74,7.42,149.1,300.94,6,7,6,5,160.0,24.99000000000001,65,1.03
2025-06-07 07:00:00+00:00,59.88,162.84,1.02,7.26,146.4,188.24,7,7,6,5,153.0,24.99000000000001,65,1.03
2025-06-07 08:00:00+00:00,51.53,147.31,0.63,5.09,133.86,158.14,8,7,6,5,140.0,24.99000000000001,65,1.03
2025-06-07 09:00:00+00:00,48.45,142.25,0.57,4.25,127.71,148.5,9,7,6,5,133.0,24.99000000000001,65,1.03
2025-06-07 10:00:00+00:00,47.22,140.99,0.58,3.8,125.13,145.16,10,7,6,5,130.0,24.99000000000001,65,1.03
2025-06-07 11:00:00+00:00,46.12,139.52,0.63,3.51,122.73,142.53,11,7,6,5,127.0,24.99000000000001,65,1.03
2025-06-07 12:00:00+00:00,45.15,138.06,0.76,3.33,120.75,141.36,12,7,6,5,125.0,24.99000000000001,65,1.03
2025-06-07 13:00:00+00:00,45.86,135.5,2.99,3.41,113.14,177.96,13,7,6,5,127.0,24.99000000000001,65,1.03
2025-06-07 14:00:00+00:00,48.13,134.51,6.21,3.86,106.71,241.44,14,7,6,5,132.0,24.99000000000001,65,1.03
2025-06-07 15:00:00+00:00,50.6,135.51,7.92,4.37,103.48,295.23,15,7,6,5,138.0,24.99000000000001,65,1.03
2025-06-07 16:00:00+00:00,52.36,135.73,8.5,4.71,102.07,326.72,16,7,6,5,143.0,24.99000000000001,65,1.03
2025-06-07 17:00:00+00:00,54.13,136.77,8.69,4.9,101.16,347.26,17,7,6,5,147.0,24.99000000000001,65,1.03
2025-06-07 18:00:00+00:00,55.31,136.11,8.82,4.75,96.6,358.92,18,7,6,5,150.0,24.99000000000001,65,1.03
2025-06-07 19:00:00+00:00,55.14,130.23,8.59,3.87,83.93,355.97,19,7,6,5,149.0,24.99000000000001,65,1.03
2025-06-07 20:00:00+00:00,55.33,125.23,8.33,3.27,73.99,354.35,20,7,6,5,150.0,24.99000000000001,65,1.03
2025-06-07 21:00:00+00:00,55.75,121.4,8.22,2.99,66.87,358.43,21,7,6,5,151.0,24.99000000000001,65,1.03
2025-06-07 22:00:00+00:00,55.73,118.04,8.1,2.85,61.33,360.62,22,7,6,5,151.0,24.99000000000001,65,1.03
2025-06-07 23:00:00+00:00,56.09,117.39,7.96,2.82,57.68,361.94,23,7,6,5,151.0,24.99000000000001,65,1.03
2025-06-08 00:00:00+00:00,56.31,119.4,7.71,2.89,56.12,358.19,0,8,6,6,151.0,24.99000000000001,65,1.03
2025-06-08 01:00:00+00:00,55.81,123.48,7.48,3.1,55.7,347.36,1,8,6,6,151.0,24.99000000000001,65,1.03
2025-06-08 02:00:00+00:00,55.71,129.8,7.47,3.37,54.91,352.42,2,8,6,6,151.0,24.99000000000001,65,1.03
2025-06-08 03:00:00+00:00,56.25,138.54,7.08,3.68,59.79,365.14,3,8,6,6,151.0,24.99000000000001,65,1.03
2025-06-08 04:00:00+00:00,58.88,154.48,5.83,4.04,78.06,358.6,4,8,6,6,153.0,24.99000000000001,65,1.03
2025-06-08 05:00:00+00:00,66.9,167.83,4.41,3.96,104.17,355.65,5,8,6,6,157.0,24.99000000000001,65,1.03
2025-06-08 06:00:00+00:00,78.28,181.98,3.25,3.79,131.42,350.4,6,8,6,6,163.0,24.99000000000001,65,1.03
2025-06-08 07:00:00+00:00,49.51,155.19,1.06,6.06,131.77,163.55,7,8,6,6,135.0,24.99000000000001,65,1.03
2025-06-08 08:00:00+00:00,38.22,124.5,0.59,4.19,124.92,127.22,8,8,6,6,108.0,24.99000000000001,65,1.03
